Datums;ĀI kods;ĀI nosaukums;Kopā;Jauni;Pamata diagnoze;Blakus diagnoze;Smaga slimības gaita;t.sk. Invazīva MPV;Vidēja slimības gaita;Miruši;Izrakstīti;Pārvesti;t.sk. uz augstāka līmeņa;t.sk. uz zemāka līmeņa;t.sk. uz tāda paša līmeņa
2022-02-21T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;41;7;25;15;0;0;25;2;5;0;0;0;0
2022-02-22T00:00:00;320200001-01;Aizkraukles slimnīca;1;0;0;1;0;0;0;0;0;0;0;0;0
2022-02-22T00:00:00;360200027-01;Alūksnes slimnīca;5;5;0;7;0;0;0;0;0;0;0;0;0
2022-02-22T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;14;0;9;5;2;1;12;0;2;0;0;0;0
2022-02-22T00:00:00;400200024-01;Bauskas slimnīca;1;1;0;1;0;0;0;0;0;0;0;0;0
2022-02-22T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;14;2;11;3;0;;14;;8;;;;2
2022-02-22T00:00:00;661400011-01;Bērnu psihoneiroloģiskā slimnīca "Ainaži";0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-22T00:00:00;420200052-01;Cēsu klīnika;19;3;19;0;2;0;17;1;3;0;0;;0
2022-02-22T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;24;3;0;24;0;0;3;0;10;2;1;0;1
2022-02-22T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;86;14;57;29;3;;54;;7;;;;
2022-02-22T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;1;0;0;1;0;0;0;0;0;0;0;0;0
2022-02-22T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;49;5;31;18;5;5;44;1;3;1;0;1;0
2022-02-22T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;65;19;52;13;7;0;45;3;18;0;0;3;0
2022-02-22T00:00:00;130020302-01;Jūrmalas slimnīca;15;;12;3;1;;14;;2;;;;
2022-02-22T00:00:00;600200001-01;Krāslavas slimnīca;3;0;0;3;0;0;3;0;1;0;0;0;0
2022-02-22T00:00:00;620200038-01;Kuldīgas slimnīca;7;1;6;1;;;7;;;;;;
2022-02-22T00:00:00;010040307-01;Latvijas Jūras medicīnas centrs;15;;15;;;;15;0;5;;;;
2022-02-22T00:00:00;170020401-01;Liepājas reģionālā slimnīca;49;12;26;23;1;0;25;2;17;0;0;0;0
2022-02-22T00:00:00;660200027-01;Limbažu slimnīca;8;0;5;3;0;0;8;;;;;;
2022-02-22T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;1;0;0
2022-02-22T00:00:00;680200030-01;Ludzas medicīnas centrs;15;4;15;0;0;0;0;1;2;0;0;0;0
2022-02-22T00:00:00;700200041-01;Madonas slimnīca;6;5;0;6;1;0;1;0;0;0;50;1;2
2022-02-22T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;165;21;95;70;26;13;69;2;15;0;0;0;0
2022-02-22T00:00:00;170010601-01;Piejūras slimnīca;13;0;4;9;0;0;0;0;0;0;0;0;0
2022-02-22T00:00:00;010000234-91;RAKUS kopā;366;37;159;207;29;7;130;5;43;2;;1;1
2022-02-22T00:00:00;210020301-01;Rēzeknes slimnīca;41;7;24;17;2;2;39;1;10;0;0;0;0
2022-02-22T00:00:00;010020302-01;Rīgas 2. slimnīca;14;1;0;14;0;0;0;0;0;0;0;0;0
2022-02-22T00:00:00;010021301-01;Rīgas Dzemdību nams;7;0;0;7;0;0;0;0;0;0;0;0;0
2022-02-22T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;65;16;4;61;0;0;4;0;0;0;0;0;0
2022-02-22T00:00:00;801600003-01;Siguldas slimnīca;1;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-22T00:00:00;090012101-01;Slimnīca "Ģintermuiža";53;;15;38;;0;0;;;;;;
2022-02-22T00:00:00;941800004-01;Strenču psihoneiroloģiskā slimnīca;26;2;;26;;;;;2;;;;
2022-02-22T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;10;2;0;10;0;0;0;0;1;0;0;0;0
2022-02-22T00:00:00;900200046-01;Tukuma slimnīca;20;3;20;0;4;1;16;1;2;0;0;0;0
2022-02-22T00:00:00;250000092-01;Vidzemes slimnīca;49;8;26;24;;;26;;8;;;1;
2022-02-22T00:00:00;270020302-07;Ziemeļkurzemes reģionālā slimnīca, Talsi;10;1;6;4;3;0;6;;0;0;0;0;0
2022-02-22T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;40;5;28;12;0;0;28;0;4;0;0;0;0
2022-02-23T00:00:00;320200001-01;Aizkraukles slimnīca;0;0;0;0;0;0;0;1;0;0;0;0;0
2022-02-23T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;5;0;0;0;0;2;0;0;0;0
2022-02-23T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;12;1;8;4;2;1;10;0;3;0;0;0;0
2022-02-23T00:00:00;400200024-01;Bauskas slimnīca;1;0;0;1;0;0;0;0;0;0;0;0;0
2022-02-23T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;10;3;8;2;0;;10;;7;;;;2
2022-02-23T00:00:00;661400011-01;Bērnu psihoneiroloģiskā slimnīca "Ainaži";0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-23T00:00:00;420200052-01;Cēsu klīnika;16;2;16;0;2;0;14;1;5;0;0;;0
2022-02-23T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;21;3;0;21;0;0;3;0;4;2;1;0;1
2022-02-23T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;89;17;62;27;4;;58;2;12;;;;
2022-02-23T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;1;0;0;1;0;0;0;0;0;0;0;0;0
2022-02-23T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;52;7;34;18;6;6;46;2;2;0;0;0;0
2022-02-23T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;64;13;50;14;20;0;30;2;10;2;0;2;0
2022-02-23T00:00:00;130020302-01;Jūrmalas slimnīca;15;;12;3;1;;14;;2;;;;
2022-02-23T00:00:00;600200001-01;Krāslavas slimnīca;2;0;0;2;0;0;2;0;1;0;0;0;0
2022-02-23T00:00:00;620200038-01;Kuldīgas slimnīca;9;2;7;2;1;;8;;;;;;
2022-02-23T00:00:00;010040307-01;Latvijas Jūras medicīnas centrs;15;;15;;;;15;0;5;;;;
2022-02-23T00:00:00;170020401-01;Liepājas reģionālā slimnīca;47;7;22;25;1;0;21;2;7;0;0;0;0
2022-02-23T00:00:00;660200027-01;Limbažu slimnīca;7;3;3;4;0;0;7;;;;;;
2022-02-23T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-23T00:00:00;680200030-01;Ludzas medicīnas centrs;16;4;16;0;0;0;0;0;2;1;1;0;0
2022-02-23T00:00:00;700200041-01;Madonas slimnīca;4;1;0;3;1;0;;0;1;2;50;1;2
2022-02-23T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;161;34;86;75;21;8;66;6;26;5;0;5;0
2022-02-23T00:00:00;170010601-01;Piejūras slimnīca;13;0;4;9;0;0;0;0;0;0;0;0;0
2022-02-23T00:00:00;010000234-91;RAKUS kopā;367;45;157;210;28;7;129;5;36;3;;3;
2022-02-23T00:00:00;210020301-01;Rēzeknes slimnīca;51;15;30;21;2;2;49;0;5;0;0;0;0
2022-02-23T00:00:00;010020302-01;Rīgas 2. slimnīca;15;2;0;15;0;0;0;0;1;0;0;0;0
2022-02-23T00:00:00;010021301-01;Rīgas Dzemdību nams;10;0;0;10;0;0;0;0;0;0;0;0;0
2022-02-23T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;71;11;3;68;0;0;3;0;2;1;1;0;0
2022-02-23T00:00:00;801600003-01;Siguldas slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-23T00:00:00;090012101-01;Slimnīca "Ģintermuiža";52;;12;40;;0;0;;;;;;
2022-02-23T00:00:00;941800004-01;Strenču psihoneiroloģiskā slimnīca;27;10;;27;;;;;9;;;;
2022-02-23T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;10;1;0;10;0;0;0;0;1;0;0;0;0
2022-02-23T00:00:00;900200046-01;Tukuma slimnīca;23;5;23;0;4;1;19;0;2;0;0;0;0
2022-02-23T00:00:00;250000092-01;Vidzemes slimnīca;46;8;23;23;1;;23;2;7;;;1;
2022-02-23T00:00:00;270020302-07;Ziemeļkurzemes reģionālā slimnīca, Talsi;9;1;4;5;3;0;6;;2;0;0;0;0
2022-02-23T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;31;5;21;10;0;0;21;0;14;0;0;0;0
2022-02-24T00:00:00;320200001-01;Aizkraukles slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-24T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;5;0;0;0;0;0;0;0;0;0
2022-02-24T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;15;4;10;5;2;1;13;0;1;;;;
2022-02-24T00:00:00;400200024-01;Bauskas slimnīca;1;0;0;1;0;0;0;;;;;;
2022-02-24T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;10;4;7;3;0;;10;0;4;2;;;2
2022-02-24T00:00:00;661400011-01;Bērnu psihoneiroloģiskā slimnīca "Ainaži";0;0;0;0;0;0;0;;;;;;
2022-02-24T00:00:00;420200052-01;Cēsu klīnika;17;2;17;0;2;0;15;;;;;;
2022-02-24T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;21;5;0;21;0;0;5;0;3;2;0;0;2
2022-02-24T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;86;11;61;25;4;;57;2;12;;;;
2022-02-24T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;1;1;0;1;0;0;0;0;0;1;1;0;0
2022-02-24T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;45;2;29;16;6;5;39;3;3;3;0;3;0
2022-02-24T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;65;11;53;12;18;0;35;2;7;1;0;1;0
2022-02-24T00:00:00;130020302-01;Jūrmalas slimnīca;15;;12;3;1;;14;;;;;;
2022-02-24T00:00:00;600200001-01;Krāslavas slimnīca;2;0;0;2;0;0;2;0;0;0;0;0;0
2022-02-24T00:00:00;620200038-01;Kuldīgas slimnīca;9;1;7;2;;;9;;;;;;
2022-02-24T00:00:00;010040307-01;Latvijas Jūras medicīnas centrs;16;;16;;;;16;;;;;;
2022-02-24T00:00:00;170020401-01;Liepājas reģionālā slimnīca;54;12;32;22;2;0;30;1;4;0;;;
2022-02-24T00:00:00;660200027-01;Limbažu slimnīca;6;0;3;3;0;0;6;;;;;;
2022-02-24T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-24T00:00:00;680200030-01;Ludzas medicīnas centrs;22;5;17;0;0;0;0;;;;;;
2022-02-24T00:00:00;700200041-01;Madonas slimnīca;2;0;0;2;0;0;;;;;;;
2022-02-24T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;157;20;87;70;20;8;67;4;20;1;;1;
2022-02-24T00:00:00;170010601-01;Piejūras slimnīca;13;0;4;9;0;0;0;;;;;;
2022-02-24T00:00:00;010000234-91;RAKUS kopā;337;30;134;203;27;4;107;7;50;3;;3;
2022-02-24T00:00:00;210020301-01;Rēzeknes slimnīca;50;9;27;23;2;2;48;1;9;1;0;1;0
2022-02-24T00:00:00;010020302-01;Rīgas 2. slimnīca;15;1;0;15;0;0;0;0;1;0;0;0;0
2022-02-24T00:00:00;010021301-01;Rīgas Dzemdību nams;9;0;0;9;0;0;0;;;;;;
2022-02-24T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;68;2;3;65;0;0;3;0;2;0;0;0;0
2022-02-24T00:00:00;801600003-01;Siguldas slimnīca;0;0;0;0;0;0;0;;;;;;
2022-02-24T00:00:00;090012101-01;Slimnīca "Ģintermuiža";57;;13;44;;0;0;;;;;;
2022-02-24T00:00:00;941800004-01;Strenču psihoneiroloģiskā slimnīca;27;9;;27;;;;;;;;;
2022-02-24T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;9;2;0;9;0;0;0;;;;;;
2022-02-24T00:00:00;900200046-01;Tukuma slimnīca;22;1;22;0;5;1;17;1;1;0;;;
2022-02-24T00:00:00;250000092-01;Vidzemes slimnīca;54;11;27;27;1;1;27;;3;;;;
2022-02-24T00:00:00;270020302-07;Ziemeļkurzemes reģionālā slimnīca, Talsi;10;2;2;8;1;0;9;;;;;;
2022-02-24T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;31;3;19;12;0;0;19;;;;;;
2022-02-25T00:00:00;320200001-01;Aizkraukles slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-25T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;4;0;0;0;0;1;0;0;0;0
2022-02-25T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;16;2;11;5;2;1;14;0;1;0;;;
2022-02-25T00:00:00;400200024-01;Bauskas slimnīca;3;2;0;3;0;0;0;;;;;;
2022-02-25T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;9;5;2;7;0;;9;0;6;2;;;2
2022-02-25T00:00:00;661400011-01;Bērnu psihoneiroloģiskā slimnīca "Ainaži";0;0;0;0;0;0;0;;;;;;
2022-02-25T00:00:00;420200052-01;Cēsu klīnika;15;3;15;0;2;0;13;1;3;1;1;;
2022-02-25T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;21;0;0;21;0;0;0;0;0;0;0;0;0
2022-02-25T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;82;12;58;24;4;;54;4;12;;;;
2022-02-25T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;2;1;0;2;0;0;0;0;0;0;0;0;0
2022-02-25T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;47;9;31;16;5;3;42;0;5;2;0;2;0
2022-02-25T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;66;19;56;10;15;0;41;1;14;3;0;3;0
2022-02-25T00:00:00;130020302-01;Jūrmalas slimnīca;15;;12;3;1;;14;;;;;;
2022-02-25T00:00:00;600200001-01;Krāslavas slimnīca;2;0;0;2;0;0;2;0;0;0;0;0;0
2022-02-25T00:00:00;620200038-01;Kuldīgas slimnīca;8;0;7;1;;;8;;;;;;
2022-02-25T00:00:00;010040307-01;Latvijas Jūras medicīnas centrs;17;;17;;;;17;;1;;;;
2022-02-25T00:00:00;170020401-01;Liepājas reģionālā slimnīca;48;6;32;16;2;1;30;1;11;0;;;
2022-02-25T00:00:00;660200027-01;Limbažu slimnīca;5;0;3;2;0;0;5;;;;;;
2022-02-25T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-25T00:00:00;680200030-01;Ludzas medicīnas centrs;23;6;23;0;0;0;0;;;;;;
2022-02-25T00:00:00;700200041-01;Madonas slimnīca;0;0;0;0;0;0;;;;;;;
2022-02-25T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;159;19;87;72;21;8;66;3;13;1;;1;
2022-02-25T00:00:00;170010601-01;Piejūras slimnīca;15;4;4;11;0;0;0;;;;;;
2022-02-25T00:00:00;010000234-91;RAKUS kopā;337;52;138;199;26;4;112;8;43;2;;2;
2022-02-25T00:00:00;210020301-01;Rēzeknes slimnīca;41;5;25;16;2;2;39;1;12;1;0;1;0
2022-02-25T00:00:00;010020302-01;Rīgas 2. slimnīca;22;7;0;22;0;0;0;0;0;0;0;0;0
2022-02-25T00:00:00;010021301-01;Rīgas Dzemdību nams;12;0;0;12;0;0;0;;;;;;
2022-02-25T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;57;2;3;54;0;0;3;0;0;0;0;0;0
2022-02-25T00:00:00;801400002-01;Saulkrastu veselības un sociālās aprūpes centrs;0;0;0;0;0;0;0;;;;;;
2022-02-25T00:00:00;801600003-01;Siguldas slimnīca;0;0;0;0;0;0;0;0;0;0;;;
2022-02-25T00:00:00;090012101-01;Slimnīca "Ģintermuiža";45;;18;27;;0;0;;;;;;
2022-02-25T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;10;3;0;10;0;0;0;;2;;;;
2022-02-25T00:00:00;900200046-01;Tukuma slimnīca;25;4;25;0;3;1;22;1;;;;;
2022-02-25T00:00:00;250000092-01;Vidzemes slimnīca;52;6;26;26;1;1;26;;7;1;;1;
2022-02-25T00:00:00;270020302-07;Ziemeļkurzemes reģionālā slimnīca, Talsi;9;2;2;7;2;0;8;1;;;;;
2022-02-25T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;26;3;15;11;0;0;15;0;8;0;0;0;0
2022-02-26T00:00:00;320200001-01;Aizkraukles slimnīca;1;1;0;1;0;0;0;0;0;0;0;0;0
2022-02-26T00:00:00;360200027-01;Alūksnes slimnīca;1;1;0;4;0;0;0;0;1;0;0;0;0
2022-02-26T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;14;1;10;4;2;1;12;1;2;0;;;
2022-02-26T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;11;8;6;5;0;;11;0;6;2;;;2
2022-02-26T00:00:00;420200052-01;Cēsu klīnika;15;3;15;0;2;0;13;;3;;;;
2022-02-26T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;17;0;0;17;0;0;0;0;2;2;0;0;2
2022-02-26T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;79;10;59;20;4;;55;1;12;;;;
2022-02-26T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;3;2;0;3;0;0;0;0;1;0;0;0;0
2022-02-26T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;41;6;29;12;4;3;37;2;7;3;0;3;0
2022-02-26T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;61;11;48;13;12;0;36;3;12;1;0;1;0
2022-02-26T00:00:00;130020302-01;Jūrmalas slimnīca;15;;12;3;1;;14;;;;;;
2022-02-26T00:00:00;600200001-01;Krāslavas slimnīca;2;0;0;2;0;0;2;0;0;0;0;0;0
2022-02-26T00:00:00;620200038-01;Kuldīgas slimnīca;6;0;5;1;;;8;1;;;;;
2022-02-26T00:00:00;170020401-01;Liepājas reģionālā slimnīca;52;14;33;19;3;1;30;0;10;0;;;
2022-02-26T00:00:00;660200027-01;Limbažu slimnīca;2;0;1;1;0;0;2;;;;;;
2022-02-26T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-26T00:00:00;680200030-01;Ludzas medicīnas centrs;21;1;21;0;0;0;0;0;3;0;0;0;0
2022-02-26T00:00:00;700200041-01;Madonas slimnīca;1;1;0;1;0;0;1;;;;;;
2022-02-26T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;147;17;82;65;20;10;62;3;24;2;;2;
2022-02-26T00:00:00;170010601-01;Piejūras slimnīca;15;0;4;11;0;0;0;;;;;;
2022-02-26T00:00:00;010000234-91;RAKUS kopā;313;38;121;192;23;4;98;4;55;3;;3;
2022-02-26T00:00:00;210020301-01;Rēzeknes slimnīca;37;7;25;12;2;2;35;2;9;0;0;0;0
2022-02-26T00:00:00;010020302-01;Rīgas 2. slimnīca;16;0;0;16;0;0;0;0;6;0;0;0;0
2022-02-26T00:00:00;010021301-01;Rīgas Dzemdību nams;8;0;0;8;0;0;0;;;;;;
2022-02-26T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;57;8;4;53;0;0;4;0;4;0;0;0;0
2022-02-26T00:00:00;090012101-01;Slimnīca "Ģintermuiža";42;;15;27;;0;0;;;;;;
2022-02-26T00:00:00;941800004-01;Strenču psihoneiroloģiskā slimnīca;39;3;;39;;;;;;;;;
2022-02-26T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;10;1;0;10;0;0;0;;2;;;;
2022-02-26T00:00:00;900200046-01;Tukuma slimnīca;26;3;26;0;3;1;23;0;2;;;;
2022-02-26T00:00:00;250000092-01;Vidzemes slimnīca;33;3;19;14;1;1;19;;21;1;;1;
2022-02-26T00:00:00;270020302-07;Ziemeļkurzemes reģionālā slimnīca, Talsi;10;1;2;8;2;0;8;;;;;;
2022-02-26T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;26;3;15;11;0;0;15;2;1;0;0;0;0
2022-02-27T00:00:00;320200001-01;Aizkraukles slimnīca;0;0;0;0;0;0;0;0;1;0;0;0;0
2022-02-27T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;4;0;0;0;0;0;0;0;0;0
2022-02-27T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;16;2;12;4;2;1;14;0;0;0;;;
2022-02-27T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;11;1;5;6;0;;11;0;1;2;;;2
2022-02-27T00:00:00;420200052-01;Cēsu klīnika;18;3;18;0;2;0;16;;;;;;
2022-02-27T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;16;0;0;16;0;0;0;0;1;0;0;0;0
2022-02-27T00:00:00;050020401-01;Daugavpils reģionālā slimnīca;85;8;63;22;4;;59;;2;;;;
2022-02-27T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;5;3;0;5;0;0;0;0;1;0;0;0;0
2022-02-27T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;44;5;32;12;5;5;39;2;0;0;0;0;0
2022-02-27T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;70;11;50;20;10;0;40;2;0;0;0;0;0
2022-02-27T00:00:00;130020302-01;Jūrmalas slimnīca;15;;12;3;1;;14;;;;;;
2022-02-27T00:00:00;600200001-01;Krāslavas slimnīca;0;0;0;0;0;0;0;0;2;0;0;0;0
2022-02-27T00:00:00;620200038-01;Kuldīgas slimnīca;7;2;6;1;;;7;;1;;;;
2022-02-27T00:00:00;170020401-01;Liepājas reģionālā slimnīca;48;4;28;20;3;1;25;0;7;0;;;
2022-02-27T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-27T00:00:00;680200030-01;Ludzas medicīnas centrs;21;;21;0;0;0;0;0;0;0;0;0;0
2022-02-27T00:00:00;700200041-01;Madonas slimnīca;0;0;0;0;0;0;0;;1;;;;
2022-02-27T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;151;14;87;64;21;10;66;5;5;0;;;
2022-02-27T00:00:00;170010601-01;Piejūras slimnīca;8;2;3;5;0;0;0;;;;;;
2022-02-27T00:00:00;010000234-91;RAKUS kopā;335;31;129;206;21;2;108;6;3;;;;
2022-02-27T00:00:00;210020301-01;Rēzeknes slimnīca;43;6;28;15;3;3;40;0;0;0;0;0;0
2022-02-27T00:00:00;010020302-01;Rīgas 2. slimnīca;16;0;0;16;0;0;0;0;0;0;0;0;0
2022-02-27T00:00:00;010021301-01;Rīgas Dzemdību nams;5;0;0;5;0;0;0;;;;;;
2022-02-27T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;59;2;4;55;0;0;4;0;0;0;0;0;0
2022-02-27T00:00:00;090012101-01;Slimnīca "Ģintermuiža";44;;14;30;;0;0;;;;;;
2022-02-27T00:00:00;010011401-01;Traumatoloģijas un ortopēdijas slimnīca;10;1;0;10;0;0;0;;1;;;;
2022-02-27T00:00:00;900200046-01;Tukuma slimnīca;29;3;29;0;4;1;25;0;0;;;;
2022-02-27T00:00:00;250000092-01;Vidzemes slimnīca;39;7;22;17;1;1;22;;1;;;;
2022-02-27T00:00:00;270020302-07;Ziemeļkurzemes reģionālā slimnīca, Talsi;10;;2;8;2;0;8;;;;;;
2022-02-27T00:00:00;270020302-01;Ziemeļkurzemes reģionālā slimnīca, Ventspils;24;5;16;8;0;0;16;1;2;0;0;0;0
2022-02-28T00:00:00;320200001-01;Aizkraukles slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-28T00:00:00;360200027-01;Alūksnes slimnīca;0;0;0;3;0;0;0;0;1;0;0;0;0
2022-02-28T00:00:00;500200052-02;Balvu un Gulbenes slimnīcu apvienība;15;1;12;3;1;0;14;1;1;0;;;
2022-02-28T00:00:00;400200024-01;Bauskas slimnīca;1;0;0;1;0;0;0;;2;;;;
2022-02-28T00:00:00;010011804-01;Bērnu klīniskā universitātes slimnīca;10;2;5;5;0;;10;0;3;2;;;2
2022-02-28T00:00:00;661400011-01;Bērnu psihoneiroloģiskā slimnīca "Ainaži";0;0;0;0;0;0;0;;;;;;
2022-02-28T00:00:00;420200052-01;Cēsu klīnika;20;4;18;2;1;0;19;;2;;;;
2022-02-28T00:00:00;050012101-01;Daugavpils psihoneiroloģiskā slimnīca;15;0;0;15;0;0;0;0;0;1;1;0;0
2022-02-28T00:00:00;460200036-01;Dobeles un apkārtnes slimnīca;5;0;0;5;0;0;0;0;0;0;0;0;0
2022-02-28T00:00:00;110000048-01;Jēkabpils reģionālā slimnīca;50;8;34;16;4;4;46;2;0;0;0;0;0
2022-02-28T00:00:00;090020301-01;Jelgavas pilsētas slimnīca;74;7;55;19;10;0;45;2;1;0;0;0;0
2022-02-28T00:00:00;130020302-01;Jūrmalas slimnīca;15;;12;3;1;;14;;;;;;
2022-02-28T00:00:00;600200001-01;Krāslavas slimnīca;1;1;0;1;0;0;1;0;0;0;0;0;0
2022-02-28T00:00:00;620200038-01;Kuldīgas slimnīca;7;1;7;1;;;7;;;;;;
2022-02-28T00:00:00;010040307-01;Latvijas Jūras medicīnas centrs;17;;17;;;;17;;2;;;;
2022-02-28T00:00:00;170020401-01;Liepājas reģionālā slimnīca;54;8;32;22;3;1;29;2;0;0;;;
2022-02-28T00:00:00;660200027-01;Limbažu slimnīca;3;1;1;2;0;0;3;;;;;;
2022-02-28T00:00:00;761200001-01;Līvānu slimnīca;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-02-28T00:00:00;680200030-01;Ludzas medicīnas centrs;20;;20;0;0;0;0;0;0;0;0;0;0
2022-02-28T00:00:00;700200041-01;Madonas slimnīca;0;0;0;0;0;0;0;;0;;;;
2022-02-28T00:00:00;010011803-01;Paula Stradiņa klīniskā universitātes slimnīca;170;26;96;74;21;9;74;4;2;1;;1;
2022-02-28T00:00:00;170010601-01;Piejūras slimnīca;9;1;2;7;0;0;0;;;;;;
2022-02-28T00:00:00;010000234-91;RAKUS kopā;363;33;134;229;21;2;113;2;2;1;;1;
2022-02-28T00:00:00;210020301-01;Rēzeknes slimnīca;48;8;31;17;3;3;48;1;2;0;0;0;0
2022-02-28T00:00:00;010020302-01;Rīgas 2. slimnīca;16;1;0;16;0;0;0;1;0;0;0;0;0
2022-02-28T00:00:00;010021301-01;Rīgas Dzemdību nams;4;0;0;4;0;0;0;;;;;;
2022-02-28T00:00:00;010012202-01;Rīgas psihiatrijas un narkoloģijas centrs;60;1;3;57;0;0;3;0;0;0;0;0;0
2022-02-28T00:00:00;801400002-01;Saulkrastu veselības un sociālās aprūpes centrs;0;0;0;0;0;0;0;;;;;;
2022-02-28T00:00:00;801600003-01;Siguldas slimnīca;0;0;0;0;0;0;0;0;0;0;;;
2022-02-28T00:00:00;090012101-01;Slimnīca "Ģintermuiža";31;;14;17;;0;0;;;;;;
